EmployeeID,Department,JobRole,Age,MonthlyIncome,YearsAtCompany,OverTime,Attrition,AttritionProbability,RiskLevel,ModelVersion,EngagementScore,PerformanceRating,SkillGapCount,SkillGapScore,SkillGaps,TopMissingSkill,Recommendation,CourseTitle,Provider,DurationHours,Priority,EngagementBand
128,Sales,Sales Executive,24,4999,3,No,No,0.2569,LOW,v1,41.7,4,15,54.5,"Microsoft PowerPoint, Microsoft Office, Salesforce, Speaking, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
129,Sales,Sales Executive,28,4221,5,No,No,0.1119,LOW,v1,61.7,3,11,38.87,"Microsoft PowerPoint, Active Listening, Adobe Creative Cloud, Adobe InDesign, Critical Thinking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
131,Sales,Sales Executive,58,13872,37,No,No,0.0004,LOW,v1,68.4,3,7,25.25,"Microsoft PowerPoint, Microsoft Excel, Adobe InDesign, Critical Thinking, Adobe Acrobat",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
132,Research & Development,Laboratory Technician,44,2042,3,No,No,0.2295,LOW,v1,55.0,3,9,31.12,"Microsoft Office, Reading Comprehension, Active Listening, MEDITECH, Microsoft Outlook",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
133,Human Resources,Human Resources,37,2073,3,Yes,Yes,0.7266,HIGH,v1,50.0,4,8,32.12,"Microsoft PowerPoint, Workday, Microsoft Outlook, Speaking, Oracle HRIS",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
134,Research & Development,Research Scientist,32,2956,1,No,No,0.3611,MEDIUM,v1,56.7,3,12,47.61,"Microsoft Excel, R, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
137,Research & Development,Laboratory Technician,20,2926,1,Yes,Yes,0.9236,HIGH,v1,71.7,3,13,46.12,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
138,Research & Development,Research Scientist,34,4809,16,No,No,0.0467,LOW,v1,53.4,3,7,26.12,"R, Critical Thinking, Mathematics, SAS, Python",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
139,Research & Development,Healthcare Representative,37,5163,1,No,No,0.0089,LOW,v1,76.7,3,10,36.75,"Microsoft Office, Speaking, Active Listening, Microsoft Azure, Linux",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
140,Human Resources,Manager,59,18844,3,No,No,0.0148,LOW,v1,71.7,4,8,30.0,"Microsoft Excel, Speaking, Critical Thinking, Active Learning, Apple macOS",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
141,Research & Development,Research Director,50,18172,8,Yes,No,0.2245,LOW,v1,31.7,3,10,38.5,"Microsoft PowerPoint, Microsoft Office, Critical Thinking, Reading Comprehension, Active Listening",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Low
142,Sales,Sales Executive,25,5744,6,Yes,Yes,0.9021,HIGH,v1,61.7,3,11,41.87,"Microsoft PowerPoint, Salesforce, Microsoft Outlook, Active Listening, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
143,Research & Development,Research Scientist,25,2889,2,No,No,0.1238,LOW,v1,75.0,3,13,49.49,"Microsoft Excel, Microsoft Office, Writing, Active Learning, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
144,Research & Development,Laboratory Technician,22,2871,0,No,No,0.6974,HIGH,v1,70.0,3,13,45.12,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, SAP",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
145,Research & Development,Healthcare Representative,51,7484,13,No,No,0.6997,HIGH,v1,20.0,4,10,36.0,"Microsoft Excel, Salesforce, Google Workspace, Linux, Microsoft Azure",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
147,Research & Development,Laboratory Technician,34,6074,9,Yes,Yes,0.9195,HIGH,v1,40.0,4,10,34.37,"Microsoft Office, Reading Comprehension, Active Listening, Microsoft PowerPoint, MEDITECH",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,9.45,Moderate
148,Human Resources,Manager,54,17328,5,Yes,No,0.1351,LOW,v1,91.7,3,11,41.12,"Microsoft PowerPoint, Microsoft Excel, Reading Comprehension, Speaking, Active Learning",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
150,Research & Development,Laboratory Technician,24,2774,5,No,No,0.3363,LOW,v1,60.0,3,13,43.62,"Microsoft Office, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
151,Research & Development,Research Scientist,34,4505,1,No,No,0.1838,LOW,v1,48.3,3,10,38.24,"Microsoft Excel, Microsoft Office, Active Learning, Active Listening, Mathematics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
152,Sales,Sales Executive,37,7428,5,No,No,0.2516,LOW,v1,70.0,3,10,35.87,"Microsoft Office, Microsoft Outlook, Active Listening, Adobe InDesign, Critical Thinking",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
153,Research & Development,Manager,34,11631,11,No,No,0.1279,LOW,v1,41.7,3,10,36.5,"Microsoft PowerPoint, Active Listening, Critical Thinking, Active Learning, Apple macOS",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
154,Sales,Sales Executive,36,9738,9,No,No,0.0684,LOW,v1,70.0,3,11,43.88,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
155,Research & Development,Laboratory Technician,36,2835,1,No,No,0.4444,MEDIUM,v1,56.7,4,11,38.87,"Microsoft Excel, Microsoft Office, Reading Comprehension, Active Listening, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,Moderate
158,Sales,Manager,43,16959,25,Yes,No,0.1874,LOW,v1,85.0,3,8,30.5,"Microsoft PowerPoint, Microsoft Office, Reading Comprehension, Active Listening, Atlassian JIRA",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
159,Research & Development,Research Scientist,30,2613,10,No,No,0.1482,LOW,v1,31.7,4,10,38.86,"Microsoft Excel, R, Science, Active Learning, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Low
160,Sales,Sales Executive,33,6146,7,No,No,0.0432,LOW,v1,55.0,3,11,42.63,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
161,Research & Development,Research Scientist,56,4963,5,Yes,Yes,0.5357,MEDIUM,v1,43.3,3,9,34.86,"Microsoft Office, Speaking, Active Learning, Critical Thinking, Reading Comprehension",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
162,Research & Development,Research Director,51,19537,20,No,No,0.473,MEDIUM,v1,53.4,3,9,33.38,"Microsoft PowerPoint, Critical Thinking, Writing, IBM SPSS Statistics, Microsoft SharePoint",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
163,Sales,Sales Executive,31,6172,7,Yes,Yes,0.9232,HIGH,v1,35.0,3,14,49.62,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Adobe Creative Cloud, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Low
164,Research & Development,Research Scientist,26,2368,5,No,No,0.1649,LOW,v1,43.3,3,14,54.86,"Microsoft Excel, R, Microsoft Office, Speaking, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
165,Research & Development,Healthcare Representative,58,10312,40,No,Yes,0.0041,LOW,v1,81.7,3,6,22.25,"Microsoft Office, Reading Comprehension, Google Workspace, Microsoft Azure, Linux",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,High
167,Sales,Sales Representative,19,1675,0,Yes,Yes,0.9851,HIGH,v1,71.7,3,17,61.76,"Microsoft Excel, Salesforce, Microsoft Office, Active Listening, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,High
169,Research & Development,Laboratory Technician,22,2523,2,No,No,0.3922,MEDIUM,v1,76.7,3,15,51.12,"Microsoft Excel, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
170,Research & Development,Manufacturing Director,49,6567,15,No,No,0.0945,LOW,v1,41.7,3,8,31.76,"Microsoft Excel, Microsoft Office, Critical Thinking, Speaking, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
171,Research & Development,Research Scientist,43,4739,3,No,No,0.1864,LOW,v1,71.7,3,12,47.73,"Microsoft Excel, Microsoft Office, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
174,Sales,Sales Executive,50,9208,2,No,No,0.358,MEDIUM,v1,80.0,3,7,24.49,"Microsoft PowerPoint, Adobe Creative Cloud, Adobe Acrobat, Adobe Illustrator, Writing",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,High
175,Sales,Sales Executive,31,4559,2,Yes,Yes,0.9151,HIGH,v1,43.3,3,8,28.87,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Adobe Photoshop, Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,9.45,Moderate
176,Sales,Sales Executive,41,8189,9,Yes,No,0.3432,LOW,v1,66.7,3,17,63.12,"Microsoft PowerPoint, Microsoft Excel, Salesforce, Microsoft Outlook, Microsoft Office",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
177,Human Resources,Human Resources,26,2942,8,No,No,0.0813,LOW,v1,70.0,4,12,48.0,"Microsoft PowerPoint, Microsoft Excel, Workday, Microsoft Outlook, Speaking",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
178,Research & Development,Manufacturing Director,36,4941,3,No,No,0.2711,LOW,v1,53.3,4,12,45.01,"Microsoft PowerPoint, Microsoft Office, Reading Comprehension, Active Listening, Learning Strategies",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
179,Research & Development,Manufacturing Director,51,10650,4,No,Yes,0.2142,LOW,v1,50.0,3,8,30.5,"Microsoft PowerPoint, Microsoft Excel, Speaking, Active Learning, Adobe InDesign",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,Moderate
182,Sales,Sales Executive,39,5902,15,No,No,0.0705,LOW,v1,70.0,3,9,32.37,"Microsoft PowerPoint, Microsoft Excel, Adobe Creative Cloud, Adobe Acrobat, Adobe Photoshop",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
183,Sales,Sales Executive,25,8639,2,No,No,0.5329,MEDIUM,v1,48.3,3,13,49.25,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Salesforce, Microsoft Outlook",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,7.762,Moderate
184,Human Resources,Human Resources,30,6347,11,Yes,No,0.2917,LOW,v1,70.0,3,9,35.5,"Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Applicant Tracking System (ATS), Reading Comprehension",Microsoft PowerPoint,Learn Microsoft PowerPoint,Presenting Data to Decision Makers,LinkedIn Learning,10,6.75,High
190,Research & Development,Laboratory Technician,32,4200,5,No,Yes,0.7047,HIGH,v1,31.7,4,13,44.75,"Microsoft Excel, Microsoft Office, Reading Comprehension, SAP, Microsoft Word",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
192,Research & Development,Research Scientist,45,3452,6,No,No,0.304,LOW,v1,68.3,3,12,46.36,"R, Microsoft Office, Speaking, Active Learning, Reading Comprehension",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
193,Research & Development,Research Scientist,38,4317,3,Yes,No,0.4716,MEDIUM,v1,70.0,4,8,32.23,"R, Writing, Science, Speaking, Active Learning",R,Learn R,Statistical Programming in R,Coursera,24,7.762,High
194,Research & Development,Research Scientist,30,2632,5,No,No,0.3065,LOW,v1,48.4,3,10,39.74,"Microsoft Excel, R, Microsoft Office, Science, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
195,Sales,Sales Executive,32,4668,8,No,No,0.0218,LOW,v1,75.0,3,8,30.74,"Microsoft Excel, Microsoft Office, Salesforce, Active Listening, Adobe InDesign",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
197,Research & Development,Research Scientist,30,3204,3,No,No,0.1365,LOW,v1,56.7,3,10,38.87,"R, Microsoft Office, Writing, Active Learning, Active Listening",R,Learn R,Statistical Programming in R,Coursera,24,6.75,Moderate
198,Research & Development,Laboratory Technician,30,2720,5,No,No,0.2737,LOW,v1,65.0,3,12,41.49,"Microsoft Office, Reading Comprehension, Active Listening, SAP, Microsoft PowerPoint",Microsoft Office,Learn Microsoft Office,Productivity Suite Fundamentals,Microsoft Learn,10,6.75,Moderate
199,Research & Development,Manager,41,17181,7,No,No,0.3456,LOW,v1,36.6,3,9,32.0,"Monitoring, Reading Comprehension, Apple macOS, Atlassian Confluence, Google Analytics",Monitoring,Learn Monitoring,Performance Tracking and Review,LinkedIn Learning,6,6.0,Low
200,Research & Development,Laboratory Technician,41,2238,5,No,No,0.2208,LOW,v1,50.0,4,15,51.62,"Microsoft Excel, Microsoft Office, Reading Comprehension, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
201,Research & Development,Laboratory Technician,19,1483,1,No,No,0.7875,HIGH,v1,53.3,3,13,44.87,"Microsoft Excel, Microsoft Office, Active Listening, SAP, Microsoft PowerPoint",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Moderate
202,Research & Development,Research Scientist,40,5605,20,No,No,0.1203,LOW,v1,43.3,3,11,41.24,"Microsoft Excel, Science, Reading Comprehension, Active Listening, Mathematics",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
204,Sales,Sales Executive,35,7295,10,No,No,0.1631,LOW,v1,50.0,3,7,25.25,"Microsoft Excel, Microsoft Office, Adobe Creative Cloud, Adobe InDesign, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
205,Sales,Sales Representative,53,2306,7,Yes,No,0.7335,HIGH,v1,53.3,4,10,34.5,"Speaking, Reading Comprehension, IBM SPSS Statistics, Apple macOS, Microsoft Word",Speaking,Learn Speaking,Listening and Influence at Work,LinkedIn Learning,6,8.148,Moderate
206,Research & Development,Laboratory Technician,45,2348,17,No,No,0.3725,MEDIUM,v1,40.0,3,9,28.75,"Microsoft Word, MEDITECH, Google Docs, Critical Thinking, Electronic Medical Record (EMR)",Microsoft Word,Learn Microsoft Word,Business Documents That Get Read,LinkedIn Learning,8,6.037,Moderate
207,Sales,Sales Executive,32,8998,9,No,No,0.4341,MEDIUM,v1,73.3,3,11,40.25,"Microsoft Excel, Salesforce, Microsoft Outlook, Speaking, Adobe Creative Cloud",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,7.762,High
208,Research & Development,Manufacturing Director,29,4319,10,No,No,0.0185,LOW,v1,66.7,3,13,51.13,"SAP, Microsoft PowerPoint, Microsoft Excel, Microsoft Office, Monitoring",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
211,Research & Development,Manufacturing Director,51,6132,1,No,No,0.1639,LOW,v1,51.7,3,10,38.25,"SAP, Microsoft Outlook, Monitoring, Critical Thinking, Learning Strategies",SAP,Learn SAP,Enterprise Resource Planning Essentials,SAP,24,6.75,Moderate
214,Research & Development,Research Scientist,58,3346,1,Yes,No,0.6542,HIGH,v1,33.3,4,10,39.48,"Microsoft Excel, Microsoft Office, Science, Speaking, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,9.45,Low
215,Sales,Sales Executive,40,10855,12,No,No,0.4505,MEDIUM,v1,56.7,3,10,34.5,"Microsoft Outlook, Speaking, Adobe Creative Cloud, Adobe InDesign, Adobe Acrobat",Microsoft Outlook,Learn Microsoft Outlook,Productivity Suite Fundamentals,Microsoft Learn,10,7.762,Moderate
216,Sales,Sales Representative,34,2231,4,No,No,0.5357,MEDIUM,v1,70.0,3,9,32.0,"Salesforce, Speaking, Active Listening, IBM SPSS Statistics, Microsoft PowerPoint",Salesforce,Learn Salesforce,Managing the Customer Pipeline,Trailhead,16,7.762,High
217,Research & Development,Research Scientist,22,2323,2,No,No,0.082,LOW,v1,70.0,4,13,51.23,"Microsoft Excel, R, Writing, Science, Speaking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
218,Research & Development,Research Scientist,27,2024,2,No,No,0.0631,LOW,v1,56.7,3,12,47.24,"Microsoft Excel, R, Microsoft Office, Speaking, Active Learning",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
221,Research & Development,Research Scientist,28,2713,5,No,No,0.3217,LOW,v1,66.7,3,12,47.99,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
223,Research & Development,Healthcare Representative,57,9439,5,Yes,No,0.2351,LOW,v1,71.7,3,11,41.12,"Microsoft Excel, Microsoft Outlook, Speaking, Active Listening, Reading Comprehension",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,High
224,Research & Development,Research Scientist,27,2566,1,Yes,No,0.1583,LOW,v1,56.7,3,12,47.49,"Microsoft Excel, R, Microsoft Office, Writing, Science",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
226,Research & Development,Manager,50,19926,5,No,No,0.0895,LOW,v1,53.3,3,12,45.5,"Microsoft Excel, Microsoft Office, Speaking, Active Listening, Critical Thinking",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
227,Research & Development,Research Scientist,41,2451,9,No,No,0.1317,LOW,v1,46.7,3,10,38.87,"Microsoft Excel, R, Writing, Critical Thinking, Active Listening",Microsoft Excel,Learn Microsoft Excel,Advanced Spreadsheet Modelling,Microsoft Learn,12,6.75,Moderate
