EmployeeID,Department,JobRole,MissingSkill,Recommendation,CourseID,CourseTitle,Provider,Level,DurationHours,MatchType,SkillImportance,OrgSeverity,AttritionRisk,Priority,Rank
68,Sales,Sales Executive,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,HIGH,9.45,3
70,Research & Development,Healthcare Representative,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,LOW,6.75,1
70,Research & Development,Healthcare Representative,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.25,HIGH,LOW,6.375,2
70,Research & Development,Healthcare Representative,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,4.12,HIGH,LOW,6.18,3
72,Sales,Sales Executive,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,HIGH,9.45,1
72,Sales,Sales Executive,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,HIGH,8.4,2
72,Sales,Sales Executive,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,HIGH,8.4,3
73,Research & Development,Research Director,Critical Thinking,Learn Critical Thinking,C033,Structured Problem Solving,Coursera,Intermediate,12,tag,4.0,HIGH,MEDIUM,6.9,1
73,Research & Development,Research Director,Reading Comprehension,Learn Reading Comprehension,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,4.0,HIGH,MEDIUM,6.9,2
73,Research & Development,Research Director,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,3.88,HIGH,MEDIUM,6.693,3
74,Sales,Sales Executive,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,1
74,Sales,Sales Executive,Salesforce,Learn Salesforce,C026,Managing the Customer Pipeline,Trailhead,Beginner,16,tag,4.5,HIGH,MEDIUM,7.762,2
74,Sales,Sales Executive,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,MEDIUM,6.9,3
75,Research & Development,Laboratory Technician,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,HIGH,9.45,1
75,Research & Development,Laboratory Technician,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,3.5,HIGH,HIGH,7.35,2
75,Research & Development,Laboratory Technician,MEDITECH,Learn MEDITECH,C032,Clinical Records and Patient Data Systems,HIMSS,Intermediate,18,tag,3.5,HIGH,HIGH,7.35,3
76,Research & Development,Laboratory Technician,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
76,Research & Development,Laboratory Technician,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,3.62,HIGH,LOW,5.43,2
76,Research & Development,Laboratory Technician,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,3.5,HIGH,LOW,5.25,3
77,Research & Development,Manufacturing Director,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
77,Research & Development,Manufacturing Director,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
77,Research & Development,Manufacturing Director,Monitoring,Learn Monitoring,C039,Performance Tracking and Review,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,LOW,6.0,3
78,Research & Development,Manufacturing Director,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,4.5,HIGH,MEDIUM,7.762,1
78,Research & Development,Manufacturing Director,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,2
78,Research & Development,Manufacturing Director,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,MEDIUM,7.762,3
79,Research & Development,Laboratory Technician,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,HIGH,9.45,1
79,Research & Development,Laboratory Technician,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,3.62,HIGH,HIGH,7.602,2
79,Research & Development,Laboratory Technician,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,3.5,HIGH,HIGH,7.35,3
80,Research & Development,Research Director,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,HIGH,9.45,1
80,Research & Development,Research Director,Science,Learn Science,C038,Scientific Method in Practice,edX,Intermediate,14,tag,4.12,HIGH,HIGH,8.652,2
80,Research & Development,Research Director,Monitoring,Learn Monitoring,C039,Performance Tracking and Review,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,HIGH,8.4,3
81,Sales,Sales Executive,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,HIGH,9.45,1
81,Sales,Sales Executive,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,HIGH,8.4,2
81,Sales,Sales Executive,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,HIGH,8.4,3
83,Research & Development,Healthcare Representative,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
83,Research & Development,Healthcare Representative,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
83,Research & Development,Healthcare Representative,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.25,HIGH,LOW,6.375,3
84,Research & Development,Manager,Reading Comprehension,Learn Reading Comprehension,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,4.0,HIGH,LOW,6.0,1
84,Research & Development,Manager,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,LOW,6.0,2
84,Research & Development,Manager,Active Learning,Learn Active Learning,C034,Learning How to Learn,Coursera,Beginner,8,tag,3.62,HIGH,LOW,5.43,3
85,Research & Development,Manufacturing Director,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,4.5,HIGH,MEDIUM,7.762,1
85,Research & Development,Manufacturing Director,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,2
85,Research & Development,Manufacturing Director,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,MEDIUM,7.762,3
86,Research & Development,Research Scientist,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.12,HIGH,LOW,6.18,1
86,Research & Development,Research Scientist,MATLAB,Learn MATLAB,C005,Numerical Computing and Simulation,MathWorks,Intermediate,22,tag,3.5,HIGH,LOW,5.25,2
86,Research & Development,Research Scientist,IBM SPSS Statistics,Learn IBM SPSS Statistics,C003,Applied Statistics with SPSS,IBM SkillsBuild,Beginner,16,tag,3.5,HIGH,LOW,5.25,3
88,Research & Development,Research Scientist,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,MEDIUM,7.762,1
88,Research & Development,Research Scientist,R,Learn R,C002,Statistical Programming in R,Coursera,Intermediate,24,tag,4.5,HIGH,MEDIUM,7.762,2
88,Research & Development,Research Scientist,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,3
90,Research & Development,Research Scientist,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,HIGH,9.45,1
90,Research & Development,Research Scientist,R,Learn R,C002,Statistical Programming in R,Coursera,Intermediate,24,tag,4.5,HIGH,HIGH,9.45,2
90,Research & Development,Research Scientist,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,HIGH,9.45,3
91,Sales,Sales Executive,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,1
91,Sales,Sales Executive,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,2
91,Sales,Sales Executive,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,3
94,Research & Development,Research Scientist,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,LOW,6.75,1
94,Research & Development,Research Scientist,R,Learn R,C002,Statistical Programming in R,Coursera,Intermediate,24,tag,4.5,HIGH,LOW,6.75,2
94,Research & Development,Research Scientist,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,3
95,Research & Development,Research Scientist,Writing,Learn Writing,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,4.25,HIGH,MEDIUM,7.331,1
95,Research & Development,Research Scientist,Science,Learn Science,C038,Scientific Method in Practice,edX,Intermediate,14,tag,4.12,HIGH,MEDIUM,7.107,2
95,Research & Development,Research Scientist,Critical Thinking,Learn Critical Thinking,C033,Structured Problem Solving,Coursera,Intermediate,12,tag,4.0,HIGH,MEDIUM,6.9,3
96,Research & Development,Research Scientist,Writing,Learn Writing,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,4.25,HIGH,LOW,6.375,1
96,Research & Development,Research Scientist,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.12,HIGH,LOW,6.18,2
96,Research & Development,Research Scientist,Critical Thinking,Learn Critical Thinking,C033,Structured Problem Solving,Coursera,Intermediate,12,tag,4.0,HIGH,LOW,6.0,3
97,Research & Development,Laboratory Technician,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,1
97,Research & Development,Laboratory Technician,Reading Comprehension,Learn Reading Comprehension,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,3.75,HIGH,MEDIUM,6.469,2
97,Research & Development,Laboratory Technician,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,3.5,HIGH,MEDIUM,6.037,3
98,Research & Development,Manufacturing Director,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,4.5,HIGH,LOW,6.75,1
98,Research & Development,Manufacturing Director,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
98,Research & Development,Manufacturing Director,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,LOW,6.75,3
100,Sales,Sales Executive,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
100,Sales,Sales Executive,Salesforce,Learn Salesforce,C026,Managing the Customer Pipeline,Trailhead,Beginner,16,tag,4.5,HIGH,LOW,6.75,2
100,Sales,Sales Executive,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,3
101,Research & Development,Research Director,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
101,Research & Development,Research Director,Monitoring,Learn Monitoring,C039,Performance Tracking and Review,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,LOW,6.0,2
101,Research & Development,Research Director,Reading Comprehension,Learn Reading Comprehension,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,4.0,HIGH,LOW,6.0,3
102,Research & Development,Research Director,Science,Learn Science,C038,Scientific Method in Practice,edX,Intermediate,14,tag,4.12,HIGH,LOW,6.18,1
102,Research & Development,Research Director,Monitoring,Learn Monitoring,C039,Performance Tracking and Review,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,LOW,6.0,2
102,Research & Development,Research Director,Critical Thinking,Learn Critical Thinking,C033,Structured Problem Solving,Coursera,Intermediate,12,tag,4.0,HIGH,LOW,6.0,3
103,Human Resources,Human Resources,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,1
103,Human Resources,Human Resources,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,MEDIUM,7.762,2
103,Human Resources,Human Resources,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.12,HIGH,MEDIUM,7.107,3
104,Research & Development,Laboratory Technician,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,HIGH,9.45,1
104,Research & Development,Laboratory Technician,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,HIGH,9.45,2
104,Research & Development,Laboratory Technician,Reading Comprehension,Learn Reading Comprehension,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,3.75,HIGH,HIGH,7.875,3
105,Research & Development,Research Scientist,R,Learn R,C002,Statistical Programming in R,Coursera,Intermediate,24,tag,4.5,HIGH,LOW,6.75,1
105,Research & Development,Research Scientist,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
105,Research & Development,Research Scientist,Writing,Learn Writing,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,4.25,HIGH,LOW,6.375,3
106,Sales,Sales Executive,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
106,Sales,Sales Executive,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,LOW,6.0,2
106,Sales,Sales Executive,Adobe InDesign,Learn Adobe InDesign,C022,Layout and Publication Design,Adobe,Intermediate,14,tag,3.5,HIGH,LOW,5.25,3
107,Research & Development,Research Scientist,R,Learn R,C002,Statistical Programming in R,Coursera,Intermediate,24,tag,4.5,HIGH,LOW,6.75,1
107,Research & Development,Research Scientist,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
107,Research & Development,Research Scientist,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.12,HIGH,LOW,6.18,3
110,Research & Development,Manufacturing Director,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,4.5,HIGH,LOW,6.75,1
110,Research & Development,Manufacturing Director,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
110,Research & Development,Manufacturing Director,Monitoring,Learn Monitoring,C039,Performance Tracking and Review,LinkedIn Learning,Beginner,6,tag,4.0,HIGH,LOW,6.0,3
112,Research & Development,Manufacturing Director,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,4.5,HIGH,LOW,6.75,1
112,Research & Development,Manufacturing Director,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,4.5,HIGH,LOW,6.75,2
112,Research & Development,Manufacturing Director,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,3
113,Sales,Sales Representative,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,HIGH,9.45,1
113,Sales,Sales Representative,Salesforce,Learn Salesforce,C026,Managing the Customer Pipeline,Trailhead,Beginner,16,tag,4.5,HIGH,HIGH,9.45,2
113,Sales,Sales Representative,Reading Comprehension,Learn Reading Comprehension,C035,Business Writing for Clarity,LinkedIn Learning,Beginner,8,tag,3.62,HIGH,HIGH,7.602,3
116,Research & Development,Laboratory Technician,Microsoft Office,Learn Microsoft Office,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,1
116,Research & Development,Laboratory Technician,SAP,Learn SAP,C029,Enterprise Resource Planning Essentials,SAP,Intermediate,24,tag,3.5,HIGH,LOW,5.25,2
116,Research & Development,Laboratory Technician,Microsoft PowerPoint,Learn Microsoft PowerPoint,C012,Presenting Data to Decision Makers,LinkedIn Learning,Beginner,10,tag,3.5,HIGH,LOW,5.25,3
117,Research & Development,Healthcare Representative,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,LOW,6.75,1
117,Research & Development,Healthcare Representative,Speaking,Learn Speaking,C036,Listening and Influence at Work,LinkedIn Learning,Beginner,6,tag,4.25,HIGH,LOW,6.375,2
117,Research & Development,Healthcare Representative,Active Listening,Learn Active Listening,C015,Running Effective Remote Meetings,LinkedIn Learning,Beginner,6,tag,4.12,HIGH,LOW,6.18,3
118,Sales,Sales Executive,Microsoft Excel,Learn Microsoft Excel,C010,Advanced Spreadsheet Modelling,Microsoft Learn,Intermediate,12,tag,4.5,HIGH,LOW,6.75,1
118,Sales,Sales Executive,Salesforce,Learn Salesforce,C026,Managing the Customer Pipeline,Trailhead,Beginner,16,tag,4.5,HIGH,LOW,6.75,2
118,Sales,Sales Executive,Microsoft Outlook,Learn Microsoft Outlook,C013,Productivity Suite Fundamentals,Microsoft Learn,Beginner,10,tag,4.5,HIGH,LOW,6.75,3
